name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,namespace,repository_url,homepage
streamsearch,470874,111,4204.2,mscdex,1,,https://github.com/mscdex/streamsearch,https://github.com/mscdex/streamsearch#readme
useragent,470040,424,1106.0,3rd-Eden,2,,https://github.com/3rd-Eden/useragent,https://github.com/3rd-Eden/useragent#readme
@schematics/update,467566,13,33397.6,angular,3,schematics,https://github.com/angular/angular-cli,https://github.com/angular/angular-cli
require_optional,467414,41,11128.9,christkv,1,,https://github.com/christkv/require_optional,https://github.com/christkv/require_optional
stop-iteration-iterator,466093,279,1664.6,ljharb,1,,https://github.com/ljharb/stop-iteration-iterator,https://github.com/ljharb/stop-iteration-iterator#readme
array-differ,465933,188,2465.3,sindresorhus,1,,https://github.com/sindresorhus/array-differ,https://github.com/sindresorhus/array-differ#readme
crypt,463924,60,7605.3,pvorb,1,,https://github.com/pvorb/node-crypt,https://github.com/pvorb/node-crypt#readme
charenc,463780,54,8432.4,pvorb,1,,https://github.com/pvorb/node-charenc,https://github.com/pvorb/node-charenc#readme
lodash.unescape,463333,115,3994.3,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
figgy-pudding,462649,358,1288.7,npm,6,,https://github.com/npm/figgy-pudding,https://github.com/npm/figgy-pudding#readme
options,462100,229,2009.1,einaros,1,,https://github.com/einaros/options.js,https://github.com/einaros/options.js
lodash._isiterateecall,461415,115,3977.7,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
natural-compare-lite,459310,394,1162.8,litejs,1,,https://github.com/litejs/natural-compare-lite,https://github.com/litejs/natural-compare-lite#readme
css-to-react-native,456212,211,2151.9,styled-components,3,,https://github.com/styled-components/css-to-react-native,https://github.com/styled-components/css-to-react-native#readme
css-color-keywords,455135,65,6896.0,sonicdoe,1,,https://github.com/sonicdoe/css-color-keywords,https://github.com/sonicdoe/css-color-keywords#readme
which-collection,454166,186,2428.7,inspect-js,1,,https://github.com/inspect-js/which-collection,https://github.com/inspect-js/which-collection#readme
is-weakset,454147,197,2293.7,inspect-js,1,,https://github.com/inspect-js/is-weakset,https://github.com/inspect-js/is-weakset#readme
is-weakmap,454147,190,2377.7,inspect-js,1,,https://github.com/inspect-js/is-weakmap,https://github.com/inspect-js/is-weakmap#readme
is-object,453312,351,1287.8,inspect-js,2,,https://github.com/inspect-js/is-object,https://github.com/inspect-js/is-object
lazystream,450823,107,4174.3,jpommerening,1,,https://github.com/jpommerening/node-lazystream,https://github.com/jpommerening/node-lazystream
cookiejar,449261,179,2495.9,bmeck,2,,https://github.com/bmeck/node-cookiejar,https://github.com/bmeck/node-cookiejar#readme
npm-install-checks,448950,139,3206.8,npm,6,,https://github.com/npm/npm-install-checks,https://github.com/npm/npm-install-checks#readme
next-tick,448508,308,1451.5,medikoo,1,,https://github.com/medikoo/next-tick,https://github.com/medikoo/next-tick#readme
uid-number,444414,139,3174.4,npm,6,,https://github.com/isaacs/uid-number,https://github.com/isaacs/uid-number
whet.extend,443999,49,8880.0,Meettya,1,,https://github.com/Meettya/whet.extend,
clap,443958,55,7927.8,lahmatiy,1,,https://github.com/lahmatiy/clap,https://github.com/lahmatiy/clap#readme
sigmund,441515,128,3422.6,isaacs,1,,https://github.com/isaacs/sigmund,https://github.com/isaacs/sigmund#readme
math-expression-evaluator,438857,112,3883.7,bugwheels94,1,,https://github.com/redhivesoftware/math-expression-evaluator,https://github.com/redhivesoftware/math-expression-evaluator#readme
reduce-function-call,438719,69,6267.4,MoOx,1,,https://github.com/MoOx/reduce-function-call,https://github.com/MoOx/reduce-function-call#readme
js-sdsl,435586,277,1566.9,js-sdsl,2,,https://github.com/js-sdsl/js-sdsl,https://js-sdsl.org/
postcss-zindex,435423,52,8215.5,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-discard-unused,435399,57,7506.9,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-reduce-idents,435368,47,9070.2,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-merge-idents,435354,50,8536.4,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
mongoose-legacy-pluralize,434339,22,18884.3,vkarpov15,1,,https://github.com/vkarpov15/mongoose-legacy-pluralize,https://github.com/vkarpov15/mongoose-legacy-pluralize
ccount,432239,89,4802.7,wooorm,1,,https://github.com/wooorm/ccount,https://github.com/wooorm/ccount#readme
@discoveryjs/json-ext,430438,35,11956.6,discoveryjs,3,discoveryjs,https://github.com/discoveryjs/json-ext,https://github.com/discoveryjs/json-ext#readme
postcss-message-helpers,428246,80,5287.0,MoOx,1,,https://github.com/MoOx/postcss-message-helpers,https://github.com/MoOx/postcss-message-helpers
typed-array-byte-length,424998,143,2951.4,inspect-js,1,,https://github.com/inspect-js/typed-array-byte-length,https://github.com/inspect-js/typed-array-byte-length#readme
lodash.restparam,419433,127,3276.8,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
character-entities,416996,98,4212.1,wooorm,1,,https://github.com/wooorm/character-entities,https://github.com/wooorm/character-entities#readme
path-root,415186,88,4665.0,jonschlinkert,1,,https://github.com/jonschlinkert/path-root,https://github.com/jonschlinkert/path-root
path-root-regex,415182,86,4772.2,regexhq,1,,https://github.com/regexhq/path-root-regex,https://github.com/regexhq/path-root-regex
split-on-first,414015,139,2957.3,sindresorhus,1,,https://github.com/sindresorhus/split-on-first,https://github.com/sindresorhus/split-on-first#readme
typed-array-byte-offset,412885,146,2808.7,inspect-js,1,,https://github.com/inspect-js/typed-array-byte-offset,https://github.com/inspect-js/typed-array-byte-offset#readme
clone-stats,412484,107,3819.3,hughsk,1,,https://github.com/hughsk/clone-stats,https://github.com/hughsk/clone-stats
@emotion/utils,412268,188,2181.3,emotion-js,4,emotion,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion/tree/main#readme
postcss-filter-plugins,411006,44,9133.5,postcss,2,,https://github.com/postcss/postcss-filter-plugins,https://github.com/postcss/postcss-filter-plugins
character-entities-legacy,409959,91,4456.1,wooorm,1,,https://github.com/wooorm/character-entities-legacy,https://github.com/wooorm/character-entities-legacy#readme
@emotion/serialize,408891,223,1825.4,emotion-js,4,emotion,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion/tree/main#readme
parse-filepath,408571,280,1454.0,jonschlinkert,3,,https://github.com/jonschlinkert/parse-filepath,https://github.com/jonschlinkert/parse-filepath
read-package-tree,408434,151,2687.1,npm,6,,https://github.com/npm/read-package-tree,https://github.com/npm/read-package-tree
colormin,407060,33,11972.4,ben-eb,1,,https://github.com/ben-eb/colormin,https://github.com/ben-eb/colormin
fs-access,406835,73,5497.8,sindresorhus,1,,https://github.com/sindresorhus/fs-access,https://github.com/sindresorhus/fs-access#readme
null-check,406801,25,15646.2,sindresorhus,1,,https://github.com/sindresorhus/null-check,https://github.com/sindresorhus/null-check#readme
@remix-run/router,405072,59,6751.2,remix-run,2,remix-run,https://github.com/remix-run/react-router,https://github.com/remix-run/react-router#readme
is-alphabetical,404248,108,3708.7,wooorm,1,,https://github.com/wooorm/is-alphabetical,https://github.com/wooorm/is-alphabetical#readme
is-decimal,404248,107,3743.0,wooorm,1,,https://github.com/wooorm/is-decimal,https://github.com/wooorm/is-decimal#readme
is-alphanumerical,404220,100,4002.2,wooorm,1,,https://github.com/wooorm/is-alphanumerical,https://github.com/wooorm/is-alphanumerical#readme
is-hexadecimal,401903,100,3979.2,wooorm,1,,https://github.com/wooorm/is-hexadecimal,https://github.com/wooorm/is-hexadecimal#readme
character-reference-invalid,401468,87,4562.1,wooorm,1,,https://github.com/wooorm/character-reference-invalid,https://github.com/wooorm/character-reference-invalid#readme
parse-entities,401448,151,2641.1,wooorm,1,,https://github.com/wooorm/parse-entities,https://github.com/wooorm/parse-entities#readme
@aashutoshrathi/word-wrap,400874,5,66812.3,aashutoshrathi,1,aashutoshrathi,https://github.com/aashutoshrathi/word-wrap,https://github.com/aashutoshrathi/word-wrap
semver-compare,398992,397,1002.5,unknown,1,,https://github.com/substack/semver-compare,https://github.com/substack/semver-compare
@emotion/weak-memoize,394801,64,6073.9,emotion-js,4,emotion,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion/tree/main#readme
@emotion/sheet,394789,43,8972.5,emotion-js,4,emotion,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion/tree/main#readme
space-separated-tokens,393761,143,2734.5,wooorm,1,,https://github.com/wooorm/space-separated-tokens,https://github.com/wooorm/space-separated-tokens#readme
property-information,393063,155,2519.6,wooorm,1,,https://github.com/wooorm/property-information,https://github.com/wooorm/property-information#readme
@protobufjs/utf8,392989,77,5038.3,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
comma-separated-tokens,392942,105,3707.0,wooorm,1,,https://github.com/wooorm/comma-separated-tokens,https://github.com/wooorm/comma-separated-tokens#readme
@protobufjs/aspromise,390845,63,6107.0,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/inquire,390845,63,6107.0,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/base64,390737,70,5503.3,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/codegen,390700,64,6010.8,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/eventemitter,390697,62,6201.5,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/pool,390696,60,6404.9,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/path,390695,60,6404.8,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/fetch,390695,59,6511.6,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js#readme
@protobufjs/float,390575,60,6402.9,protobufjs,2,protobufjs,https://github.com/dcodeIO/protobuf.js,https://github.com/dcodeIO/protobuf.js
simple-concat,390207,135,2869.2,feross,1,,https://github.com/feross/simple-concat,https://github.com/feross/simple-concat
@vue/babel-plugin-transform-vue-jsx,390038,214,1814.1,vuejs,3,vue,https://github.com/vuejs/jsx,https://github.com/vuejs/jsx/tree/master#readme
ansi-cyan,389800,192,2019.7,jonschlinkert,1,,https://github.com/jonschlinkert/ansi-cyan,https://github.com/jonschlinkert/ansi-cyan
@vue/babel-sugar-inject-h,389768,15,24360.5,vuejs,3,vue,https://github.com/vuejs/jsx,https://github.com/vuejs/jsx/tree/master#readme
@vue/babel-sugar-v-on,389768,12,29982.2,vuejs,3,vue,https://github.com/vuejs/jsx,https://github.com/vuejs/jsx/tree/master#readme
@vue/babel-sugar-functional-vue,389765,11,32480.4,vuejs,3,vue,https://github.com/vuejs/jsx,https://github.com/vuejs/jsx/tree/master#readme
@vue/babel-sugar-v-model,389763,11,32480.3,vuejs,3,vue,https://github.com/vuejs/jsx,https://github.com/vuejs/jsx/tree/master#readme
unist-util-is,386401,304,1266.9,syntax-tree,2,,https://github.com/syntax-tree/unist-util-is,https://github.com/syntax-tree/unist-util-is#readme
minipass-fetch,384700,150,2547.7,npm,6,,https://github.com/npm/minipass-fetch,https://github.com/npm/minipass-fetch#readme
jsonify,382705,347,1099.7,ljharb,1,,https://github.com/ljharb/jsonify,https://github.com/ljharb/jsonify#readme
define-data-property,381261,110,3434.8,ljharb,1,,https://github.com/ljharb/define-data-property,https://github.com/ljharb/define-data-property#readme
string.prototype.padend,380522,187,2024.1,es-shims,1,,https://github.com/es-shims/String.prototype.padEnd,https://github.com/es-shims/String.prototype.padEnd#readme
webpack-core,379445,179,2108.0,webpack,1,,https://github.com/webpack/core,http://github.com/webpack/core
p-pipe,376516,140,2670.3,sindresorhus,1,,https://github.com/sindresorhus/p-pipe,https://github.com/sindresorhus/p-pipe#readme
which-builtin-type,374956,94,3946.9,inspect-js,1,,https://github.com/inspect-js/which-builtin-type,https://github.com/inspect-js/which-builtin-type#readme
is-finalizationregistry,374948,92,4031.7,inspect-js,1,,https://github.com/inspect-js/is-finalizationregistry,https://github.com/inspect-js/is-finalizationregistry#readme
has-symbol-support-x,374619,85,4356.0,Xotic750,1,,https://github.com/Xotic750/has-symbol-support-x,https://github.com/Xotic750/has-symbol-support-x
has-to-string-tag-x,374600,75,4928.9,Xotic750,1,,https://github.com/Xotic750/has-to-string-tag-x,https://github.com/Xotic750/has-to-string-tag-x
util-promisify,374178,50,7336.8,juliangruber,1,,https://github.com/juliangruber/util-promisify,https://github.com/juliangruber/util-promisify#readme
flagged-respawn,373646,97,3812.7,gulpjs,2,,https://github.com/gulpjs/flagged-respawn,https://github.com/gulpjs/flagged-respawn#readme
minipass-sized,372898,125,2959.5,isaacs,1,,https://github.com/isaacs/minipass-sized,https://github.com/isaacs/minipass-sized#readme
is-lambda,372719,142,2606.4,watson,1,,https://github.com/watson/is-lambda,https://github.com/watson/is-lambda
css-url-regex,371362,17,20631.2,cssstats,1,,https://github.com/cssstats/cssstats,https://github.com/cssstats/cssstats#readme
generate-object-property,369781,81,4509.5,mafintosh,1,,https://github.com/mafintosh/generate-object-property,https://github.com/mafintosh/generate-object-property
isurl,368813,81,4497.7,stevenvachon,1,,https://github.com/stevenvachon/isurl,https://github.com/stevenvachon/isurl#readme
fbjs-css-vars,367811,127,2873.5,facebook,2,,https://github.com/facebook/fbjs,https://github.com/facebook/fbjs#readme
url-to-options,366345,76,4757.7,stevenvachon,1,,https://github.com/stevenvachon/url-to-options,https://github.com/stevenvachon/url-to-options#readme
glob-stream,363805,209,1732.4,gulpjs,2,,https://github.com/gulpjs/glob-stream,https://github.com/gulpjs/glob-stream#readme
universal-analytics,363548,279,1298.4,peaksandpies,1,,https://github.com/peaksandpies/universal-analytics,https://github.com/peaksandpies/universal-analytics#readme
fined,363168,89,4035.2,gulpjs,1,,https://github.com/gulpjs/fined,https://github.com/gulpjs/fined#readme
reflect.getprototypeof,363010,91,3945.8,es-shims,1,,https://github.com/es-shims/Reflect.getPrototypeOf,https://github.com/es-shims/Reflect.getPrototypeOf
fstream-ignore,362990,127,2835.9,npm,6,,https://github.com/isaacs/fstream-ignore,https://github.com/isaacs/fstream-ignore#readme
pathval,362120,312,1156.9,chaijs,1,,https://github.com/chaijs/pathval,https://github.com/chaijs/pathval
dicer,362038,49,7240.8,mscdex,1,,https://github.com/mscdex/dicer,https://github.com/mscdex/dicer#readme
mdurl,360378,196,1829.3,markdown-it,1,,https://github.com/markdown-it/mdurl,https://github.com/markdown-it/mdurl#readme
bs-logger,360346,299,1201.2,huafu,1,,https://github.com/huafu/bs-logger,https://github.com/huafu/bs-logger#readme
es-iterator-helpers,360050,93,3830.3,es-shims,1,,https://github.com/es-shims/iterator-helpers,https://github.com/es-shims/iterator-helpers#readme
iterator.prototype,360038,91,3913.5,es-shims,1,,https://github.com/ljharb/Iterator.prototype,https://github.com/ljharb/Iterator.prototype#readme
ansi-red,358849,211,1692.7,jonschlinkert,1,,https://github.com/jonschlinkert/ansi-red,https://github.com/jonschlinkert/ansi-red
hast-util-parse-selector,356957,68,5173.3,syntax-tree,2,,https://github.com/syntax-tree/hast-util-parse-selector,https://github.com/syntax-tree/hast-util-parse-selector#readme
hastscript,356777,304,1169.8,syntax-tree,2,,https://github.com/syntax-tree/hastscript,https://github.com/syntax-tree/hastscript#readme
is-function,355806,248,1428.9,grncdr,1,,https://github.com/grncdr/js-is-function,https://github.com/grncdr/js-is-function
array-each,353687,87,4019.2,jonschlinkert,1,,https://github.com/jonschlinkert/array-each,https://github.com/jonschlinkert/array-each
lodash._bindcallback,353625,80,4365.7,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
object.defaults,353256,98,3568.2,jonschlinkert,2,,https://github.com/jonschlinkert/object.defaults,https://github.com/jonschlinkert/object.defaults
@adobe/css-tools,350800,35,9744.4,adobe,31,adobe,https://github.com/adobe/css-tools,https://github.com/adobe/css-tools#readme
postcss-load-plugins,348855,35,9690.4,michael-ciniawsky,3,,https://github.com/michael-ciniawsky/postcss-load-plugins,https://github.com/michael-ciniawsky/postcss-load-plugins#readme
postcss-load-options,348290,21,15831.4,michael-ciniawsky,2,,https://github.com/michael-ciniawsky/postcss-load-options,https://github.com/michael-ciniawsky/postcss-load-options#readme
event-pubsub,347096,51,6674.9,RIAEvangelist,3,,https://github.com/RIAEvangelist/event-pubsub,https://github.com/RIAEvangelist/event-pubsub
easy-stack,347069,24,13882.8,RIAEvangelist,1,,https://github.com/RIAEvangelist/easy-stack,https://github.com/RIAEvangelist/easy-stack#readme
js-message,347063,52,6548.4,RIAEvangelist,1,,https://github.com/RIAEvangelist/js-message,https://github.com/RIAEvangelist/js-message#readme
object.groupby,345709,53,6402.0,es-shims,1,,https://github.com/es-shims/Object.groupBy,https://github.com/es-shims/Object.groupBy#readme
find-babel-config,345064,136,2518.7,tleunen,1,,https://github.com/tleunen/find-babel-config,https://github.com/tleunen/find-babel-config#readme
unique-stream,343547,87,3903.9,eugeneware,3,,https://github.com/eugeneware/unique-stream,https://github.com/eugeneware/unique-stream#readme
ordered-read-streams,343285,75,4516.9,gulpjs,2,,https://github.com/gulpjs/ordered-read-streams,https://github.com/gulpjs/ordered-read-streams#readme
@csstools/postcss-text-decoration-shorthand,343233,4,68646.6,csstools,3,csstools,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-text-decoration-shorthand#readme
@csstools/postcss-nested-calc,343233,4,68646.6,csstools,3,csstools,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-nested-calc#readme
worker-plugin,342594,146,2330.6,GoogleChromeLabs,2,,https://github.com/GoogleChromeLabs/worker-plugin,https://github.com/GoogleChromeLabs/worker-plugin#readme
@vue/web-component-wrapper,341479,138,2456.7,unknown,3,vue,https://github.com/vuejs/web-component-wrapper,https://github.com/vuejs/web-component-wrapper#readme
@vue/cli-overlay,341381,41,8128.1,vuejs,3,vue,https://github.com/vuejs/vue-cli,https://github.com/vuejs/vue-cli/tree/dev/packages/@vue/cli-overlay#readme
lodash._baseassign,340602,39,8515.1,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
make-iterator,337566,80,4167.5,jonschlinkert,1,,https://github.com/jonschlinkert/make-iterator,https://github.com/jonschlinkert/make-iterator
@esbuild/android-arm,337291,9,33729.1,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
sparkles,336816,85,3916.5,gulpjs,3,,https://github.com/gulpjs/sparkles,https://github.com/gulpjs/sparkles#readme
glogg,336768,100,3334.3,gulpjs,1,,https://github.com/gulpjs/glogg,https://github.com/gulpjs/glogg#readme
esbuild-windows-64,336377,74,4485.0,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-linux-64,334918,44,7442.6,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
charcodes,334898,78,4239.2,xtuc,1,,https://github.com/xtuc/charcodes,https://github.com/xtuc/charcodes#readme
esbuild-darwin-64,334696,45,7276.0,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-darwin-arm64,334528,60,5484.1,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
gulplog,334339,240,1387.3,gulpjs,2,,https://github.com/gulpjs/gulplog,https://github.com/gulpjs/gulplog#readme
esbuild-linux-arm64,333150,12,25626.9,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-sunos-64,333143,9,33314.3,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-linux-mips64le,333141,11,27761.8,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-windows-arm64,333132,9,33313.2,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-linux-ppc64le,333128,11,27760.7,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-freebsd-arm64,333125,11,27760.4,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-linux-arm,333124,11,27760.3,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-android-arm64,333122,14,22208.1,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-windows-32,333119,11,27759.9,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-freebsd-64,333116,11,27759.7,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-linux-32,333116,11,27759.7,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
esbuild-openbsd-64,333116,10,30283.3,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
find-versions,332524,217,1525.3,sindresorhus,1,,https://github.com/sindresorhus/find-versions,https://github.com/sindresorhus/find-versions#readme
object.map,331468,90,3642.5,jonschlinkert,3,,https://github.com/jonschlinkert/object.map,https://github.com/jonschlinkert/object.map
esbuild-netbsd-64,329769,9,32976.9,evanw,1,,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
please-upgrade-node,329470,328,1001.4,typicode,1,,https://github.com/typicode/please-upgrade-node,https://github.com/typicode/please-upgrade-node#readme
check-error,328333,284,1152.0,chaijs,1,,https://github.com/chaijs/check-error,https://github.com/chaijs/check-error#readme
@soda/friendly-errors-webpack-plugin,327334,163,1995.9,haoqunjiang,2,soda,https://github.com/sodatea/friendly-errors-webpack-plugin,https://github.com/sodatea/friendly-errors-webpack-plugin#readme
get-func-name,325251,279,1161.6,chaijs,1,,https://github.com/chaijs/get-func-name,https://github.com/chaijs/get-func-name#readme
bplist-creator,324083,217,1486.6,joeferner,1,,https://github.com/nearinfinity/node-bplist-creator,https://github.com/nearinfinity/node-bplist-creator#readme
vfile-location,323189,126,2544.8,vfile,1,,https://github.com/vfile/vfile-location,https://github.com/vfile/vfile-location#readme
is-in-browser,322465,121,2643.2,tuxsudo,1,,https://github.com/tuxsudo/is-in-browser,https://github.com/tuxsudo/is-in-browser#readme
simple-plist,320670,271,1178.9,wollardj,1,,https://github.com/wollardj/simple-plist,https://github.com/wollardj/simple-plist.git
lodash.escape,317057,231,1366.6,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
to-buffer,316904,85,3684.9,browserify,2,,https://github.com/browserify/to-buffer,https://github.com/browserify/to-buffer
hast-util-from-parse5,316892,96,3266.9,syntax-tree,2,,https://github.com/syntax-tree/hast-util-from-parse5,https://github.com/syntax-tree/hast-util-from-parse5#readme
@esbuild/linux-loong64,316825,6,45260.7,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
use-subscription,315007,287,1093.8,facebook,4,,https://github.com/facebook/react,https://github.com/facebook/react
lodash.transform,314665,165,1895.6,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
web-namespaces,313754,56,5504.5,wooorm,1,,https://github.com/wooorm/web-namespaces,https://github.com/wooorm/web-namespaces#readme
@esbuild/win32-x64,310102,31,9690.7,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/darwin-arm64,308396,14,20559.7,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-x64,308244,9,30824.4,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/darwin-x64,307599,7,38449.9,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-arm64,306975,6,43853.6,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/win32-ia32,306969,4,61393.8,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-arm,306946,4,61389.2,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-riscv64,306940,4,61388.0,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/win32-arm64,306939,5,51156.5,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/android-x64,306938,4,61387.6,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-ia32,306937,4,61387.4,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/netbsd-x64,306934,4,61386.8,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/freebsd-x64,306934,4,61386.8,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-ppc64,306934,4,61386.8,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/freebsd-arm64,306932,4,61386.4,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-mips64el,306931,4,61386.2,evanw,1,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/openbsd-x64,306931,4,61386.2,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/sunos-x64,306930,5,51155.0,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/android-arm64,306928,4,61385.6,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
@esbuild/linux-s390x,306924,4,61384.8,evanw,2,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild#readme
is-what,306916,128,2379.2,mesqueeb,1,,https://github.com/mesqueeb/is-what,https://github.com/mesqueeb/is-what#readme
is-generator-function,306473,287,1064.1,inspect-js,1,,https://github.com/inspect-js/is-generator-function,https://github.com/inspect-js/is-generator-function#readme
contains-path,304322,141,2143.1,jonschlinkert,1,,https://github.com/jonschlinkert/contains-path,https://github.com/jonschlinkert/contains-path
@next/env,304007,77,3897.5,vercel,5,next,https://github.com/vercel/next.js,https://github.com/vercel/next.js
x-is-string,302296,51,5813.4,Matt-Esch,1,,https://github.com/Matt-Esch/x-is-string,https://github.com/Matt-Esch/x-is-string
unbzip2-stream,301650,156,1921.3,regular,1,,https://github.com/regular/unbzip2-stream,https://github.com/regular/unbzip2-stream#readme
@vue/preload-webpack-plugin,301457,81,3676.3,vuejs,3,vue,https://github.com/vuejs/preload-webpack-plugin,https://github.com/vuejs/preload-webpack-plugin
isemail,297791,168,1762.1,skeggse,3,,https://github.com/hapijs/isemail,https://github.com/hapijs/isemail#readme
@intervolga/optimize-cssnano-plugin,297361,153,1930.9,intervolga,1,intervolga,https://github.com/intervolga/optimize-cssnano-plugin,https://github.com/intervolga/optimize-cssnano-plugin#readme
buffer-json,296099,64,4555.4,jprichardson,1,,https://github.com/jprichardson/buffer-json,https://github.com/jprichardson/buffer-json#readme
js-queue,295915,41,7045.6,RIAEvangelist,1,,https://github.com/RIAEvangelist/js-queue,https://github.com/RIAEvangelist/js-queue#readme
pg-connection-string,295107,290,1014.1,brianc,4,,https://github.com/brianc/node-postgres,https://github.com/brianc/node-postgres/tree/master/packages/pg-connection-string
