name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,committers,stars
mymindstorm/setup-emsdk,1307,0,1307.0,mymindstorm,0,9,80
jitterbit/get-changed-files,1306,0,1306.0,jitterbit,0,4,200
baptiste0928/cargo-install,1292,0,1292.0,baptiste0928,0,3,148
JohnnyMorganz/stylua-action,1289,0,1289.0,JohnnyMorganz,0,2,50
hexlet/project-action,1288,0,1288.0,Hexlet,0,6,0
DoozyX/clang-format-lint-action,1283,0,1283.0,DoozyX,0,16,130
Azure/functions-action,1279,0,1279.0,Azure,0,26,143
shogo82148/actions-goveralls,1263,0,1263.0,shogo82148,0,3,51
planetoftheweb/copy-to-branches,1260,0,1260.0,planetoftheweb,0,2,17
larsoner/circleci-artifacts-redirector-action,1242,0,1242.0,scientific-python,0,8,15
ASzc/change-string-case-action,1236,0,1236.0,ASzc,0,7,33
bufbuild/buf-setup-action,1236,0,1236.0,bufbuild,0,27,38
dev-drprasad/delete-tag-and-release,1227,0,1227.0,dev-drprasad,0,11,41
technote-space/get-diff-action,1217,0,1217.0,technote-space,0,3,184
peter-evans/commit-comment,1214,0,1214.0,peter-evans,0,8,89
crazy-max/ghaction-dump-context,1211,0,1211.0,crazy-max,0,3,40
actions-rs/install,1205,0,1205.0,actions-rs,0,2,54
oNaiPs/secrets-to-env-action,1196,0,1196.0,oNaiPs,0,4,101
mschilde/auto-label-merge-conflicts,1186,0,1186.0,mschilde,0,8,42
azure/CLI,1181,0,1181.0,Azure,0,17,114
fastify/github-action-merge-dependabot,1178,0,1178.0,fastify,0,35,151
ramsey/composer-install,1177,0,1177.0,ramsey,0,9,237
anmol098/waka-readme-stats,1173,0,1173.0,anmol098,0,77,3639
vedantmgoyal2009/winget-releaser,1173,0,1173.0,vedantmgoyal9,0,10,142
battila7/get-version-action,1165,0,1165.0,battila7,0,3,71
streetsidesoftware/cspell-action,1156,0,1156.0,streetsidesoftware,0,8,77
Ana06/get-changed-files,1133,0,1133.0,Ana06,0,,71
crazy-max/ghaction-docker-buildx,1131,0,1131.0,crazy-max,0,7,233
seanmiddleditch/gha-setup-ninja,1127,0,1127.0,seanmiddleditch,0,7,45
returntocorp/semgrep-action,1124,0,1124.0,returntocorp,0,,0
peaceiris/actions-mdbook,1124,0,1124.0,peaceiris,0,4,275
pixta-dev/repository-mirroring-action,1122,0,1122.0,pixta-dev,0,6,193
Ilshidur/action-discord,1115,0,1115.0,Ilshidur,0,11,449
JetBrains/qodana-action,1114,0,1114.0,JetBrains,0,17,269
skx/github-action-tester,1108,0,1108.0,skx,0,2,25
cpina/github-action-push-to-another-repository,1105,0,1105.0,cpina,0,14,370
IgnusG/jest-report-action,1102,0,1102.0,IgnusG,0,4,16
calibreapp/image-actions,1096,0,1096.0,calibreapp,0,19,1511
samuelmeuli/action-electron-builder,1094,0,1094.0,samuelmeuli,0,9,704
devmasx/merge-branch,1082,0,1082.0,devmasx,0,7,136
andresz1/size-limit-action,1080,0,1080.0,andresz1,0,16,458
actions-ecosystem/action-regex-match,1078,0,1078.0,actions-ecosystem,0,5,110
fsfe/reuse-action,1066,0,1066.0,fsfe,0,8,71
hecrj/setup-rust-action,1066,0,1066.0,hecrj,0,6,109
peterjgrainger/action-create-branch,1062,0,1062.0,peterjgrainger,0,12,79
apache/skywalking-eyes,1054,0,1054.0,apache,0,43,284
kentaro-m/auto-assign-action,1052,0,1052.0,kentaro-m,0,15,367
JamesIves/github-sponsors-readme-action,1049,0,1049.0,JamesIves,0,8,91
mikepenz/release-changelog-builder-action,1045,0,1045.0,mikepenz,0,26,804
andstor/jsdoc-action,1033,0,1033.0,andstor,0,3,66
github/issue-labeler,1030,0,1030.0,github,0,19,165
yogstation13/DreamAnnotate,1028,0,1028.0,alexkar598,0,1,1
szenius/set-timezone,1024,0,1024.0,szenius,0,5,111
limitusus/json-syntax-check,1023,0,1023.0,limitusus,0,3,14
easingthemes/ssh-deploy,1018,0,1018.0,easingthemes,0,26,1313
treosh/lighthouse-ci-action,1015,0,1015.0,treosh,0,26,1102
github/ossar-action,1005,0,1005.0,github,0,5,98
JasonEtco/create-an-issue,1004,0,1004.0,JasonEtco,0,15,285
