name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,committers,stars
string_cache_codegen,7298,11,608.2,servo,1,65,194
cfg-expr,7287,11,607.3,EmbarkStudios,1,12,44
oboe,3020,4,604.0,katyo,1,12,71
sctk-adwaita,2408,3,602.0,PolyMeilex,1,5,28
typeable,4803,7,600.4,reem,2,,11
glutin_gles2_sys,2377,3,594.3,rust-windowing,1,,2064
inout,4754,7,594.3,RustCrypto,1,71,438
tokio-io-timeout,5342,8,593.6,sfackler,1,,41
secp256k1-sys,3560,5,593.3,rust-bitcoin,1,60,344
output_vt100,4152,6,593.1,Phundrak,2,,8
new_debug_unreachable,8864,14,590.9,mbrubeck,1,,4
ndk,15810,26,585.6,rust-mobile,2,,1267
iovec,21660,36,585.4,carllerche,1,,52
sqlx-rt,2927,4,585.4,launchbadge,2,470,16206
gpu-alloc-types,3508,5,584.7,zakarumych,1,12,91
pq-sys,2331,3,582.8,sgrif,1,15,40
minisign-verify,6967,11,580.6,jedisct1,1,5,37
atk-sys,5804,9,580.4,gtk-rs,4,232,497
psm,3465,5,577.5,rust-lang,1,30,287
zvariant_utils,2295,3,573.8,z-galaxy,1,,587
tracing-attributes,26922,46,572.8,tokio-rs,1,305,5004
traitobject,5705,9,570.5,reem,2,2,7
headers-core,5094,8,566.0,hyperium,1,132,188
rfc6979,4516,7,564.5,RustCrypto,1,38,464
nodrop,15666,27,559.5,bluss,1,45,839
valuable,13966,24,558.6,tokio-rs,2,7,240
idna,49119,87,558.2,servo,1,163,1318
fsevent,4461,7,557.6,octplane,1,,46
wayland-commons,6639,11,553.3,Smithay,1,91,1283
regex-automata,30192,54,548.9,rust-lang,1,165,3522
dispatch,16462,29,548.7,SSheldon,1,5,84
core-video-sys,5475,9,547.5,LuoZijun,1,,15
windows-bindgen,4909,8,545.4,microsoft,1,82,11773
parity-scale-codec-derive,4331,7,541.4,paritytech,2,66,280
multihash-derive,2150,3,537.5,multiformats,2,38,163
rawpointer,6961,12,535.5,bluss,2,,4
windows-implement,5880,10,534.5,microsoft,1,68,9853
base-x,11123,20,529.7,OrKoN,1,,23
serde_with_macros,8435,15,527.2,jonasbb,1,47,782
owned_ttf_parser,5736,10,521.5,alexheretic,1,3,21
foreign-types,35981,68,521.5,sfackler,1,9,55
tokio-buf,3643,6,520.4,tokio-rs,1,845,24544
tiff,7260,13,518.6,image-rs,2,48,144
clap_builder,8797,16,517.5,clap-rs,1,530,14252
const_fn,8277,15,517.3,taiki-e,1,1,28
x11rb-protocol,2061,3,515.3,psychon,1,27,401
glutin_egl_sys,2551,4,510.2,rust-windowing,1,,2064
glutin_glx_sys,2547,4,509.4,rust-windowing,1,,2064
coreaudio-sys,4021,7,502.6,RustAudio,2,17,81
wayland-cursor,4014,7,501.8,Smithay,1,91,1295
pest_meta,9026,17,501.4,pest-parser,1,133,4626
gpu-alloc,3508,6,501.1,zakarumych,1,12,91
crossbeam-deque,33060,65,500.9,crossbeam-rs,3,150,7398
hexasphere,2002,3,500.5,OptimisticPeach,1,11,67
